"year","inc_type","prop_use","fires","battery"
"2011","Natural vegetation fire","Educational","823","0"
"2011","Natural vegetation fire","Health Care, Detention & Correction","444","0"
"2011","Natural vegetation fire","Industrial, Utility, Defense, Agriculture, Mining","8468","0"
"2011","Natural vegetation fire","Manufacturing, processing","278","0"
"2011","Natural vegetation fire","Mercantile, Business","3273","0"
"2011","Natural vegetation fire","Outside or special property","100138","1"
"2011","Natural vegetation fire","Parking","3079","0"
"2011","Natural vegetation fire","PROPERTY USE","755","0"
"2011","Natural vegetation fire","Residential","21861","0"
"2011","Natural vegetation fire","Roadway","25573","0"
"2011","Natural vegetation fire","Storage","520","0"
"2011","Natural vegetation fire",NULL,"14086","0"
"2011","Outside rubbish fire","Assembly","970","0"
"2011","Outside rubbish fire","Educational","471","0"
"2011","Outside rubbish fire","Health Care, Detention & Correction","105","0"
"2011","Outside rubbish fire","Industrial, Utility, Defense, Agriculture, Mining","323","0"
"2011","Outside rubbish fire","Manufacturing, processing","231","0"
"2011","Outside rubbish fire","Mercantile, Business","1359","0"
"2011","Outside rubbish fire","Outside or special property","9408","0"
"2011","Outside rubbish fire","Parking","3158","1"
"2011","Outside rubbish fire","PROPERTY USE","46","0"
"2011","Outside rubbish fire","Residential","7612","1"
"2011","Outside rubbish fire","Roadway","5718","0"
"2011","Outside rubbish fire","Storage","432","0"
"2011","Outside rubbish fire",NULL,"2439","0"
"2011","Special outside fire","Assembly","1106","0"
"2011","Special outside fire","Educational","386","0"
"2011","Special outside fire","Health Care, Detention & Correction","156","0"
"2011","Special outside fire","Industrial, Utility, Defense, Agriculture, Mining","1360","0"
"2011","Special outside fire","Manufacturing, processing","489","0"
"2011","Special outside fire","Mercantile, Business","1165","1"
"2011","Special outside fire","Outside or special property","6963","0"
"2011","Special outside fire","Parking","944","1"
"2011","Special outside fire","PROPERTY USE","25","0"
"2011","Special outside fire","Residential","7352","0"
"2011","Special outside fire","Roadway","3885","1"
"2011","Special outside fire","Storage","1789","0"
"2011","Special outside fire",NULL,"1422","0"
"2011","Structure Fire","Assembly","5938","1"
"2011","Structure Fire","Educational","2238","0"
"2011","Structure Fire","Health Care, Detention & Correction","2083","1"
"2011","Structure Fire","Industrial, Utility, Defense, Agriculture, Mining","1690","1"
"2011","Structure Fire","Manufacturing, processing","3114","1"
"2011","Structure Fire","Mercantile, Business","9360","5"
"2011","Structure Fire","Outside or special property","2872","0"
"2011","Structure Fire","Parking","5148","3"
"2011","Structure Fire","PROPERTY USE","532","0"
"2011","Structure Fire","Residential","174432","16"
"2011","Structure Fire","Roadway","3835","0"
"2011","Structure Fire","Storage","10953","2"
"2011","Structure Fire",NULL,"4553","0"
"2012","Cultivated vegetation, crop fire","Assembly","78","0"
"2012","Cultivated vegetation, crop fire","Educational","27","0"
"2012","Cultivated vegetation, crop fire","Health Care, Detention & Correction","29","0"
"2012","Cultivated vegetation, crop fire","Industrial, Utility, Defense, Agriculture, Mining","972","0"
"2012","Cultivated vegetation, crop fire","Manufacturing, processing","40","0"
"2012","Cultivated vegetation, crop fire","Mercantile, Business","120","0"
"2012","Cultivated vegetation, crop fire","Outside or special property","2337","0"
"2012","Cultivated vegetation, crop fire","Parking","147","0"
"2012","Cultivated vegetation, crop fire","Residential","424","0"
"2012","Cultivated vegetation, crop fire","Roadway","377","0"
"2012","Cultivated vegetation, crop fire","Storage","122","0"
"2012","Cultivated vegetation, crop fire",NULL,"352","0"
"2012","Fire in mobile property used as a fixed structure","Assembly","90","0"
"2012","Fire in mobile property used as a fixed structure","Educational","47","0"
"2012","Fire in mobile property used as a fixed structure","Industrial, Utility, Defense, Agriculture, Mining","32","0"
"2012","Fire in mobile property used as a fixed structure","Manufacturing, processing","29","0"
"2012","Fire in mobile property used as a fixed structure","Mercantile, Business","132","1"
"2012","Fire in mobile property used as a fixed structure","Outside or special property","479","1"
"2012","Fire in mobile property used as a fixed structure","Parking","163","0"
"2012","Fire in mobile property used as a fixed structure","Residential","7308","0"
"2012","Fire in mobile property used as a fixed structure","Roadway","280","0"
"2012","Fire in mobile property used as a fixed structure","Storage","484","0"
"2012","Fire in mobile property used as a fixed structure",NULL,"448","0"
"2012","Fire, other","Assembly","1114","2"
"2012","Fire, other","Educational","584","1"
"2012","Fire, other","Health Care, Detention & Correction","561","0"
"2012","Fire, other","Industrial, Utility, Defense, Agriculture, Mining","701","1"
"2012","Fire, other","Manufacturing, processing","675","1"
"2012","Fire, other","Mercantile, Business","1788","3"
"2012","Fire, other","Outside or special property","3970","0"
"2012","Fire, other","Parking","648","2"
"2012","Fire, other","Residential","16349","3"
"2012","Fire, other","Roadway","2507","2"
"2012","Fire, other","Storage","670","1"
"2012","Fire, other",NULL,"3408","1"
"2012","Mobile property (vehicle) fire","Assembly","1807","1"
"2012","Mobile property (vehicle) fire","Educational","584","0"
"2012","Mobile property (vehicle) fire","Health Care, Detention & Correction","429","0"
"2012","Mobile property (vehicle) fire","Industrial, Utility, Defense, Agriculture, Mining","1761","0"
"2012","Mobile property (vehicle) fire","Manufacturing, processing","571","0"
"2012","Mobile property (vehicle) fire","Mercantile, Business","7398","2"
"2012","Mobile property (vehicle) fire","Outside or special property","11318","0"
"2012","Mobile property (vehicle) fire","Parking","23136","11"
"2012","Mobile property (vehicle) fire","Residential","9975","2"
"2012","Mobile property (vehicle) fire","Roadway","68330","9"
"2012","Mobile property (vehicle) fire","Storage","1117","1"
"2012","Mobile property (vehicle) fire",NULL,"10064","1"
"2012","Natural vegetation fire","Assembly","3050","0"
"2012","Natural vegetation fire","Educational","904","0"
"2012","Natural vegetation fire","Health Care, Detention & Correction","663","0"
"2012","Natural vegetation fire","Industrial, Utility, Defense, Agriculture, Mining","7672","0"
"2012","Natural vegetation fire","Manufacturing, processing","319","0"
"2012","Natural vegetation fire","Mercantile, Business","4318","0"
"2012","Natural vegetation fire","Outside or special property","89316","1"
"2012","Natural vegetation fire","Parking","4203","0"
"2012","Natural vegetation fire","Residential","20257","0"
"2012","Natural vegetation fire","Roadway","23913","0"
"2012","Natural vegetation fire","Storage","573","0"
"2012","Natural vegetation fire",NULL,"10406","0"
"2012","Outside rubbish fire","Assembly","1062","0"
"2012","Outside rubbish fire","Educational","421","0"
"2012","Outside rubbish fire","Health Care, Detention & Correction","124","0"
"2012","Outside rubbish fire","Industrial, Utility, Defense, Agriculture, Mining","340","0"
"2012","Outside rubbish fire","Manufacturing, processing","265","0"
"2012","Outside rubbish fire","Mercantile, Business","1452","0"
"2012","Outside rubbish fire","Outside or special property","9327","0"
"2012","Outside rubbish fire","Parking","3264","0"
"2012","Outside rubbish fire","Residential","7739","0"
"2012","Outside rubbish fire","Roadway","5798","1"
"2012","Outside rubbish fire","Storage","438","0"
"2012","Outside rubbish fire",NULL,"2290","0"
"2012","Special outside fire","Assembly","949","0"
"2012","Special outside fire","Educational","356","0"
"2012","Special outside fire","Health Care, Detention & Correction","138","0"
"2012","Special outside fire","Industrial, Utility, Defense, Agriculture, Mining","1122","0"
"2012","Special outside fire","Manufacturing, processing","470","0"
"2012","Special outside fire","Mercantile, Business","1195","2"
"2012","Special outside fire","Outside or special property","6554","2"
"2012","Special outside fire","Parking","913","2"
"2012","Special outside fire","Residential","7004","0"
"2012","Special outside fire","Roadway","3326","2"
"2012","Special outside fire","Storage","1626","1"
"2012","Special outside fire",NULL,"1344","0"
"2012","Structure Fire","Assembly","5166","3"
"2012","Structure Fire","Educational","1787","1"
"2012","Structure Fire","Health Care, Detention & Correction","1743","1"
"2012","Structure Fire","Industrial, Utility, Defense, Agriculture, Mining","1362","1"
"2012","Structure Fire","Manufacturing, processing","2730","2"
"2012","Structure Fire","Mercantile, Business","8038","4"
"2012","Structure Fire","Outside or special property","2585","0"
"2012","Structure Fire","Parking","4721","4"
"2012","Structure Fire","Residential","148073","32"
"2012","Structure Fire","Roadway","3215","0"
"2012","Structure Fire","Storage","9563","5"
"2012","Structure Fire",NULL,"3803","1"
"2013","Cultivated vegetation, crop fire","Assembly","69","0"
"2013","Cultivated vegetation, crop fire","Educational","13","0"
"2013","Cultivated vegetation, crop fire","Health Care, Detention & Correction","10","0"
"2013","Cultivated vegetation, crop fire","Industrial, Utility, Defense, Agriculture, Mining","748","0"
"2013","Cultivated vegetation, crop fire","Manufacturing, processing","12","0"
"2013","Cultivated vegetation, crop fire","Mercantile, Business","66","0"
"2013","Cultivated vegetation, crop fire","Outside or special property","1651","0"
"2013","Cultivated vegetation, crop fire","Parking","91","0"
"2013","Cultivated vegetation, crop fire","PROPERTY USE","16","0"
"2013","Cultivated vegetation, crop fire","Residential","284","0"
"2013","Cultivated vegetation, crop fire","Roadway","331","0"
"2013","Cultivated vegetation, crop fire","Storage","118","0"
"2013","Cultivated vegetation, crop fire",NULL,"277","0"
"2013","Fire in mobile property used as a fixed structure","Assembly","90","0"
"2013","Fire in mobile property used as a fixed structure","Educational","61","0"
"2013","Fire in mobile property used as a fixed structure","Health Care, Detention & Correction","10","0"
"2013","Fire in mobile property used as a fixed structure","Industrial, Utility, Defense, Agriculture, Mining","37","0"
"2013","Fire in mobile property used as a fixed structure","Manufacturing, processing","24","0"
"2013","Fire in mobile property used as a fixed structure","Mercantile, Business","132","0"
"2013","Fire in mobile property used as a fixed structure","Outside or special property","491","0"
"2013","Fire in mobile property used as a fixed structure","Parking","166","1"
"2013","Fire in mobile property used as a fixed structure","PROPERTY USE","47","0"
"2013","Fire in mobile property used as a fixed structure","Residential","7136","1"
"2013","Fire in mobile property used as a fixed structure","Roadway","320","3"
"2013","Fire in mobile property used as a fixed structure","Storage","467","0"
"2013","Fire in mobile property used as a fixed structure",NULL,"372","0"
"2013","Fire, other","Assembly","1084","1"
"2013","Fire, other","Educational","573","0"
"2013","Fire, other","Health Care, Detention & Correction","573","2"
"2013","Fire, other","Industrial, Utility, Defense, Agriculture, Mining","646","1"
"2013","Fire, other","Manufacturing, processing","767","0"
"2013","Fire, other","Mercantile, Business","1992","2"
"2013","Fire, other","Outside or special property","3567","4"
"2013","Fire, other","Parking","624","1"
"2013","Fire, other","PROPERTY USE","52","0"
"2013","Fire, other","Residential","17088","6"
"2013","Fire, other","Roadway","2394","4"
"2013","Fire, other","Storage","602","1"
"2013","Fire, other",NULL,"2743","0"
"2013","Mobile property (vehicle) fire","Assembly","1732","0"
"2013","Mobile property (vehicle) fire","Educational","586","0"
"2013","Mobile property (vehicle) fire","Health Care, Detention & Correction","428","1"
"2013","Mobile property (vehicle) fire","Industrial, Utility, Defense, Agriculture, Mining","1860","3"
"2013","Mobile property (vehicle) fire","Manufacturing, processing","547","0"
"2013","Mobile property (vehicle) fire","Mercantile, Business","7440","2"
"2013","Mobile property (vehicle) fire","Outside or special property","11102","5"
"2013","Mobile property (vehicle) fire","Parking","23059","12"
"2013","Mobile property (vehicle) fire","PROPERTY USE","146","0"
"2013","Mobile property (vehicle) fire","Residential","10205","6"
"2013","Mobile property (vehicle) fire","Roadway","70240","27"
"2013","Mobile property (vehicle) fire","Storage","1172","0"
"2013","Mobile property (vehicle) fire",NULL,"8845","0"
"2013","Natural vegetation fire","Assembly","1869","0"
"2013","Natural vegetation fire","Educational","527","0"
"2013","Natural vegetation fire","Health Care, Detention & Correction","416","0"
"2013","Natural vegetation fire","Industrial, Utility, Defense, Agriculture, Mining","5490","0"
"2013","Natural vegetation fire","Manufacturing, processing","204","0"
"2013","Natural vegetation fire","Mercantile, Business","2566","0"
"2013","Natural vegetation fire","Outside or special property","64359","1"
"2013","Natural vegetation fire","Parking","2925","0"
"2013","Natural vegetation fire","PROPERTY USE","401","0"
"2013","Natural vegetation fire","Residential","15036","0"
"2013","Natural vegetation fire","Roadway","18305","1"
"2013","Natural vegetation fire","Storage","379","0"
"2013","Natural vegetation fire",NULL,"7329","0"
"2013","Outside rubbish fire","Assembly","937","0"
"2013","Outside rubbish fire","Educational","392","0"
"2013","Outside rubbish fire","Health Care, Detention & Correction","87","0"
"2013","Outside rubbish fire","Industrial, Utility, Defense, Agriculture, Mining","292","0"
"2013","Outside rubbish fire","Manufacturing, processing","196","0"
"2013","Outside rubbish fire","Mercantile, Business","1314","0"
"2013","Outside rubbish fire","Outside or special property","8528","0"
"2013","Outside rubbish fire","Parking","3252","0"
"2013","Outside rubbish fire","PROPERTY USE","28","0"
"2013","Outside rubbish fire","Residential","7562","0"
"2013","Outside rubbish fire","Roadway","5651","0"
"2013","Outside rubbish fire","Storage","427","0"
"2013","Outside rubbish fire",NULL,"2281","0"
"2013","Special outside fire","Assembly","843","0"
"2013","Special outside fire","Educational","321","0"
"2013","Special outside fire","Health Care, Detention & Correction","120","0"
"2013","Special outside fire","Industrial, Utility, Defense, Agriculture, Mining","1049","0"
"2013","Special outside fire","Manufacturing, processing","501","1"
"2013","Special outside fire","Mercantile, Business","1051","0"
"2013","Special outside fire","Outside or special property","5764","0"
"2013","Special outside fire","Parking","811","0"
"2013","Special outside fire","PROPERTY USE","11","0"
"2013","Special outside fire","Residential","6704","1"
"2013","Special outside fire","Roadway","3196","3"
"2013","Special outside fire","Storage","1439","0"
"2013","Special outside fire",NULL,"1200","0"
"2013","Structure Fire","Assembly","5448","0"
"2013","Structure Fire","Educational","1822","1"
"2013","Structure Fire","Health Care, Detention & Correction","1822","4"
"2013","Structure Fire","Industrial, Utility, Defense, Agriculture, Mining","1428","1"
"2013","Structure Fire","Manufacturing, processing","2694","2"
"2013","Structure Fire","Mercantile, Business","8359","6"
"2013","Structure Fire","Outside or special property","2526","0"
"2013","Structure Fire","Parking","4674","1"
"2013","Structure Fire","PROPERTY USE","553","0"
"2013","Structure Fire","Residential","152071","55"
"2013","Structure Fire","Roadway","3771","0"
"2013","Structure Fire","Storage","9400","3"
"2013","Structure Fire",NULL,"3228","0"
"2013",NULL,"Health Care, Detention & Correction","1","0"
"2013",NULL,"Residential","5","0"
"2014","Cultivated vegetation, crop fire","Assembly","57","0"
"2014","Cultivated vegetation, crop fire","Educational","12","0"
"2014","Cultivated vegetation, crop fire","Health Care, Detention & Correction","11","0"
"2014","Cultivated vegetation, crop fire","Industrial, Utility, Defense, Agriculture, Mining","825","0"
"2014","Cultivated vegetation, crop fire","Manufacturing, processing","26","0"
"2014","Cultivated vegetation, crop fire","Mercantile, Business","89","0"
"2014","Cultivated vegetation, crop fire","Outside or special property","1974","0"
"2014","Cultivated vegetation, crop fire","Parking","120","0"
"2014","Cultivated vegetation, crop fire","PROPERTY USE","23","0"
"2014","Cultivated vegetation, crop fire","Residential","334","0"
"2014","Cultivated vegetation, crop fire","Roadway","366","0"
"2014","Cultivated vegetation, crop fire","Storage","112","0"
"2014","Cultivated vegetation, crop fire",NULL,"291","0"
"2014","Fire in mobile property used as a fixed structure","Assembly","90","0"
"2014","Fire in mobile property used as a fixed structure","Educational","56","0"
"2014","Fire in mobile property used as a fixed structure","Health Care, Detention & Correction","4","0"
"2014","Fire in mobile property used as a fixed structure","Industrial, Utility, Defense, Agriculture, Mining","45","0"
"2014","Fire in mobile property used as a fixed structure","Manufacturing, processing","32","0"
"2014","Fire in mobile property used as a fixed structure","Mercantile, Business","138","1"
"2014","Fire in mobile property used as a fixed structure","Outside or special property","525","1"
"2014","Fire in mobile property used as a fixed structure","Parking","176","1"
"2014","Fire in mobile property used as a fixed structure","PROPERTY USE","70","0"
"2014","Fire in mobile property used as a fixed structure","Residential","7238","3"
"2014","Fire in mobile property used as a fixed structure","Roadway","317","0"
"2014","Fire in mobile property used as a fixed structure","Storage","499","0"
"2014","Fire in mobile property used as a fixed structure",NULL,"362","1"
"2014","Fire, other","Assembly","1119","1"
"2014","Fire, other","Educational","585","0"
"2014","Fire, other","Health Care, Detention & Correction","614","1"
"2014","Fire, other","Industrial, Utility, Defense, Agriculture, Mining","705","4"
"2014","Fire, other","Manufacturing, processing","811","1"
"2014","Fire, other","Mercantile, Business","2199","1"
"2014","Fire, other","Outside or special property","3783","1"
"2014","Fire, other","Parking","664","3"
"2014","Fire, other","PROPERTY USE","37","0"
"2014","Fire, other","Residential","18119","10"
"2014","Fire, other","Roadway","2688","5"
"2014","Fire, other","Storage","656","0"
"2014","Fire, other",NULL,"2703","0"
"2014","Mobile property (vehicle) fire","Assembly","1816","0"
"2014","Mobile property (vehicle) fire","Educational","615","0"
"2014","Mobile property (vehicle) fire","Health Care, Detention & Correction","458","0"
"2014","Mobile property (vehicle) fire","Industrial, Utility, Defense, Agriculture, Mining","1872","0"
"2014","Mobile property (vehicle) fire","Manufacturing, processing","581","1"
"2014","Mobile property (vehicle) fire","Mercantile, Business","7718","2"
"2014","Mobile property (vehicle) fire","Outside or special property","11456","1"
"2014","Mobile property (vehicle) fire","Parking","22721","4"
"2014","Mobile property (vehicle) fire","PROPERTY USE","122","0"
"2014","Mobile property (vehicle) fire","Residential","10727","4"
"2014","Mobile property (vehicle) fire","Roadway","72003","25"
"2014","Mobile property (vehicle) fire","Storage","1274","1"
"2014","Mobile property (vehicle) fire",NULL,"8535","3"
"2014","Natural vegetation fire","Assembly","2338","0"
"2014","Natural vegetation fire","Educational","615","0"
"2014","Natural vegetation fire","Health Care, Detention & Correction","508","0"
"2014","Natural vegetation fire","Industrial, Utility, Defense, Agriculture, Mining","6563","0"
"2014","Natural vegetation fire","Manufacturing, processing","231","0"
"2014","Natural vegetation fire","Mercantile, Business","3108","0"
"2014","Natural vegetation fire","Outside or special property","80525","2"
"2014","Natural vegetation fire","Parking","3378","0"
"2014","Natural vegetation fire","PROPERTY USE","624","0"
"2014","Natural vegetation fire","Residential","20332","1"
"2014","Natural vegetation fire","Roadway","20309","2"
"2014","Natural vegetation fire","Storage","502","0"
"2014","Natural vegetation fire",NULL,"8793","0"
"2014","Outside rubbish fire","Assembly","967","0"
"2014","Outside rubbish fire","Educational","353","0"
"2014","Outside rubbish fire","Health Care, Detention & Correction","96","0"
"2014","Outside rubbish fire","Industrial, Utility, Defense, Agriculture, Mining","341","0"
"2014","Outside rubbish fire","Manufacturing, processing","249","0"
"2014","Outside rubbish fire","Mercantile, Business","1342","0"
"2014","Outside rubbish fire","Outside or special property","9340","1"
"2014","Outside rubbish fire","Parking","3017","0"
"2014","Outside rubbish fire","PROPERTY USE","25","0"
"2014","Outside rubbish fire","Residential","8208","0"
"2014","Outside rubbish fire","Roadway","5581","1"
"2014","Outside rubbish fire","Storage","465","0"
"2014","Outside rubbish fire",NULL,"2156","1"
"2014","Special outside fire","Assembly","780","1"
"2014","Special outside fire","Educational","284","0"
"2014","Special outside fire","Health Care, Detention & Correction","107","0"
"2014","Special outside fire","Industrial, Utility, Defense, Agriculture, Mining","1056","0"
"2014","Special outside fire","Manufacturing, processing","475","0"
"2014","Special outside fire","Mercantile, Business","1054","1"
"2014","Special outside fire","Outside or special property","6022","2"
"2014","Special outside fire","Parking","959","0"
"2014","Special outside fire","PROPERTY USE","24","0"
"2014","Special outside fire","Residential","6912","2"
"2014","Special outside fire","Roadway","3355","3"
"2014","Special outside fire","Storage","1710","0"
"2014","Special outside fire",NULL,"1177","1"
"2014","Structure Fire","Assembly","5703","1"
"2014","Structure Fire","Educational","1670","1"
"2014","Structure Fire","Health Care, Detention & Correction","1793","4"
"2014","Structure Fire","Industrial, Utility, Defense, Agriculture, Mining","1754","3"
"2014","Structure Fire","Manufacturing, processing","2967","2"
"2014","Structure Fire","Mercantile, Business","8808","7"
"2014","Structure Fire","Outside or special property","2890","0"
"2014","Structure Fire","Parking","4581","1"
"2014","Structure Fire","PROPERTY USE","590","0"
"2014","Structure Fire","Residential","155458","54"
"2014","Structure Fire","Roadway","4191","1"
"2014","Structure Fire","Storage","10550","4"
"2014","Structure Fire",NULL,"3312","0"
"2015","Cultivated vegetation, crop fire","Assembly","64","0"
"2015","Cultivated vegetation, crop fire","Educational","11","0"
"2015","Cultivated vegetation, crop fire","Health Care, Detention & Correction","21","0"
"2015","Cultivated vegetation, crop fire","Industrial, Utility, Defense, Agriculture, Mining","1022","0"
"2015","Cultivated vegetation, crop fire","Manufacturing, processing","24","0"
"2015","Cultivated vegetation, crop fire","Mercantile, Business","89","0"
"2015","Cultivated vegetation, crop fire","Outside or special property","2252","0"
"2015","Cultivated vegetation, crop fire","Parking","119","0"
"2015","Cultivated vegetation, crop fire","PROPERTY USE","27","0"
"2015","Cultivated vegetation, crop fire","Residential","408","0"
"2015","Cultivated vegetation, crop fire","Roadway","304","0"
"2015","Cultivated vegetation, crop fire","Storage","107","0"
"2015","Cultivated vegetation, crop fire",NULL,"289","0"
"2015","Fire in mobile property used as a fixed structure","Assembly","90","0"
"2015","Fire in mobile property used as a fixed structure","Educational","44","0"
"2015","Fire in mobile property used as a fixed structure","Health Care, Detention & Correction","6","0"
"2015","Fire in mobile property used as a fixed structure","Industrial, Utility, Defense, Agriculture, Mining","29","0"
"2015","Fire in mobile property used as a fixed structure","Manufacturing, processing","35","0"
"2015","Fire in mobile property used as a fixed structure","Mercantile, Business","166","0"
"2015","Fire in mobile property used as a fixed structure","Outside or special property","580","2"
"2015","Fire in mobile property used as a fixed structure","Parking","194","1"
"2015","Fire in mobile property used as a fixed structure","PROPERTY USE","80","0"
"2015","Fire in mobile property used as a fixed structure","Residential","7113","2"
"2015","Fire in mobile property used as a fixed structure","Roadway","399","0"
"2015","Fire in mobile property used as a fixed structure","Storage","513","1"
"2015","Fire in mobile property used as a fixed structure",NULL,"341","0"
"2015","Fire, other","Assembly","1113","2"
"2015","Fire, other","Educational","491","0"
"2015","Fire, other","Health Care, Detention & Correction","590","1"
"2015","Fire, other","Industrial, Utility, Defense, Agriculture, Mining","727","1"
"2015","Fire, other","Manufacturing, processing","836","1"
"2015","Fire, other","Mercantile, Business","2201","1"
"2015","Fire, other","Outside or special property","3893","0"
"2015","Fire, other","Parking","670","3"
"2015","Fire, other","PROPERTY USE","66","0"
"2015","Fire, other","Residential","17634","5"
"2015","Fire, other","Roadway","2794","5"
"2015","Fire, other","Storage","632","0"
"2015","Fire, other",NULL,"2667","0"
"2015","Mobile property (vehicle) fire","Assembly","1863","2"
"2015","Mobile property (vehicle) fire","Educational","577","0"
"2015","Mobile property (vehicle) fire","Health Care, Detention & Correction","513","0"
"2015","Mobile property (vehicle) fire","Industrial, Utility, Defense, Agriculture, Mining","1955","0"
"2015","Mobile property (vehicle) fire","Manufacturing, processing","521","0"
"2015","Mobile property (vehicle) fire","Mercantile, Business","8146","3"
"2015","Mobile property (vehicle) fire","Outside or special property","12234","5"
"2015","Mobile property (vehicle) fire","Parking","22911","14"
"2015","Mobile property (vehicle) fire","PROPERTY USE","184","0"
"2015","Mobile property (vehicle) fire","Residential","11220","3"
"2015","Mobile property (vehicle) fire","Roadway","75400","29"
"2015","Mobile property (vehicle) fire","Storage","1257","0"
"2015","Mobile property (vehicle) fire",NULL,"8635","1"
"2015","Natural vegetation fire","Assembly","2593","0"
"2015","Natural vegetation fire","Educational","608","0"
"2015","Natural vegetation fire","Health Care, Detention & Correction","612","0"
"2015","Natural vegetation fire","Industrial, Utility, Defense, Agriculture, Mining","6594","0"
"2015","Natural vegetation fire","Manufacturing, processing","252","0"
"2015","Natural vegetation fire","Mercantile, Business","3990","0"
"2015","Natural vegetation fire","Outside or special property","74761","2"
"2015","Natural vegetation fire","Parking","4742","0"
"2015","Natural vegetation fire","PROPERTY USE","553","0"
"2015","Natural vegetation fire","Residential","19767","0"
"2015","Natural vegetation fire","Roadway","22090","1"
"2015","Natural vegetation fire","Storage","509","0"
"2015","Natural vegetation fire",NULL,"7590","0"
"2015","Outside rubbish fire","Assembly","989","0"
"2015","Outside rubbish fire","Educational","339","0"
"2015","Outside rubbish fire","Health Care, Detention & Correction","106","0"
"2015","Outside rubbish fire","Industrial, Utility, Defense, Agriculture, Mining","336","1"
"2015","Outside rubbish fire","Manufacturing, processing","251","0"
"2015","Outside rubbish fire","Mercantile, Business","1449","0"
"2015","Outside rubbish fire","Outside or special property","8965","0"
"2015","Outside rubbish fire","Parking","2864","1"
"2015","Outside rubbish fire","PROPERTY USE","24","0"
"2015","Outside rubbish fire","Residential","8288","0"
"2015","Outside rubbish fire","Roadway","5281","0"
"2015","Outside rubbish fire","Storage","436","0"
"2015","Outside rubbish fire",NULL,"2195","0"
"2015","Special outside fire","Assembly","954","0"
"2015","Special outside fire","Educational","283","0"
"2015","Special outside fire","Health Care, Detention & Correction","147","0"
"2015","Special outside fire","Industrial, Utility, Defense, Agriculture, Mining","1121","0"
"2015","Special outside fire","Manufacturing, processing","464","0"
"2015","Special outside fire","Mercantile, Business","1237","0"
"2015","Special outside fire","Outside or special property","6162","1"
"2015","Special outside fire","Parking","1020","3"
"2015","Special outside fire","PROPERTY USE","23","0"
"2015","Special outside fire","Residential","7427","2"
"2015","Special outside fire","Roadway","3491","3"
"2015","Special outside fire","Storage","1564","1"
"2015","Special outside fire",NULL,"1243","2"
"2015","Structure Fire","Assembly","5911","1"
"2015","Structure Fire","Educational","1673","2"
"2015","Structure Fire","Health Care, Detention & Correction","1851","2"
"2015","Structure Fire","Industrial, Utility, Defense, Agriculture, Mining","1533","2"
"2015","Structure Fire","Manufacturing, processing","3062","3"
"2015","Structure Fire","Mercantile, Business","8891","12"
"2015","Structure Fire","Outside or special property","3034","0"
"2015","Structure Fire","Parking","4765","1"
"2015","Structure Fire","PROPERTY USE","562","0"
"2015","Structure Fire","Residential","154909","68"
"2015","Structure Fire","Roadway","4204","0"
"2015","Structure Fire","Storage","10119","6"
"2015","Structure Fire",NULL,"3419","0"
"2015",NULL,"Assembly","3","0"
"2015",NULL,"Educational","1","0"
"2015",NULL,"Health Care, Detention & Correction","2","0"
"2015",NULL,"Mercantile, Business","1","0"
"2015",NULL,"Outside or special property","3","0"
"2015",NULL,"Residential","37","0"
"2015",NULL,"Roadway","4","0"
"2016","Cultivated vegetation, crop fire","Assembly","57","0"
"2016","Cultivated vegetation, crop fire","Educational","16","0"
"2016","Cultivated vegetation, crop fire","Health Care, Detention & Correction","17","0"
"2016","Cultivated vegetation, crop fire","Industrial, Utility, Defense, Agriculture, Mining","828","0"
"2016","Cultivated vegetation, crop fire","Manufacturing, processing","22","0"
"2016","Cultivated vegetation, crop fire","Mercantile, Business","113","0"
"2016","Cultivated vegetation, crop fire","Outside or special property","1992","0"
"2016","Cultivated vegetation, crop fire","Parking","126","0"
"2016","Cultivated vegetation, crop fire","PROPERTY USE","19","0"
"2016","Cultivated vegetation, crop fire","Residential","375","0"
"2016","Cultivated vegetation, crop fire","Roadway","330","0"
"2016","Cultivated vegetation, crop fire","Storage","129","0"
"2016","Cultivated vegetation, crop fire",NULL,"257","0"
"2016","Fire in mobile property used as a fixed structure","Assembly","95","0"
"2016","Fire in mobile property used as a fixed structure","Educational","42","0"
"2016","Fire in mobile property used as a fixed structure","Health Care, Detention & Correction","5","0"
"2016","Fire in mobile property used as a fixed structure","Industrial, Utility, Defense, Agriculture, Mining","46","0"
"2016","Fire in mobile property used as a fixed structure","Manufacturing, processing","28","0"
"2016","Fire in mobile property used as a fixed structure","Mercantile, Business","164","0"
"2016","Fire in mobile property used as a fixed structure","Outside or special property","565","3"
"2016","Fire in mobile property used as a fixed structure","Parking","191","0"
"2016","Fire in mobile property used as a fixed structure","PROPERTY USE","80","0"
"2016","Fire in mobile property used as a fixed structure","Residential","7036","2"
"2016","Fire in mobile property used as a fixed structure","Roadway","453","1"
"2016","Fire in mobile property used as a fixed structure","Storage","508","0"
"2016","Fire in mobile property used as a fixed structure",NULL,"328","0"
"2016","Fire, other","Assembly","1223","3"
"2016","Fire, other","Educational","511","2"
"2016","Fire, other","Health Care, Detention & Correction","545","1"
"2016","Fire, other","Industrial, Utility, Defense, Agriculture, Mining","693","0"
"2016","Fire, other","Manufacturing, processing","833","3"
"2016","Fire, other","Mercantile, Business","2193","3"
"2016","Fire, other","Outside or special property","4036","0"
