"state","fdid","fd_name","year","month","prop_use","property","casualties","tod","area_orig","room","fire_sprd","city","state_id","zip5","sup_fac","wkt"
"NJ","15025","DOVER TOWNSHIP FIRE DEPARTMENT","2023","7","419","1 or 2 family dwelling","Yes","23","21","Bedroom - < 5 persons; included are jail or prison","1","toms river","nj","08753","","SRID=4326;POINT(-74.133154 39.955261)"
"NJ","12019","Sayreville FDPresident Park F","2023","8","881","Parking garage, (detached residential garage)","No","20","47","Vehicle storage area; garage, carport","2","sayreville","nj","08872","","SRID=4326;POINT(-74.366774 40.459646)"
"NV","13004","PAHRUMP VALLEY FIRE DEPT","2023","2","449","Hotel/motel, commercial","Yes","9","21","Bedroom - < 5 persons; included are jail or prison","2","pahrump","nv","89060","NNN","SRID=4326;POINT(-115.998613 36.233249)"
"NM","43067","Rio Rancho Fire Department","2023","5","419","1 or 2 family dwelling","No","15","10","Assembly or sales area, other","2","rio rancho","nm","87124","NNN","SRID=4326;POINT(-106.686102 35.254167)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","2","429","Multifamily dwellings","Yes","1","14","Common room, den, family room, living room, lounge","2","new york city","ny","10040","315","SRID=4326;POINT(-73.922638 40.864652)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","1","419","1 or 2 family dwelling","No","14","80","Vehicle area, other","2","new york city","ny","11691","NNN","SRID=4326;POINT(-73.779026 40.597065)"
"NY","10019","PLATTSBURGH FIRE DEPARTMENT","2023","11","419","1 or 2 family dwelling","No","17","24","Cooking area, kitchen","1","plattsburgh","ny","12901","","SRID=4326;POINT(-73.459598 44.675772)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","1","899","Residential or self storage units","No","10","80","Vehicle area, other","1","new york city","ny","10018","000","SRID=4326;POINT(-73.997401 40.757288)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","2","419","1 or 2 family dwelling","No","23","90","Outside area, other","4","new york city","ny","11236","NNN","SRID=4326;POINT(-73.899034 40.637561)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","1","429","Multifamily dwellings","No","8","80","Vehicle area, other","1","new york city","ny","11226","NNN","SRID=4326;POINT(-73.962173 40.651727)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","2","429","Multifamily dwellings","Yes","3","42","Closet","4","new york city","ny","10001","000","SRID=4326;POINT(-73.997529 40.749165)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","3","419","1 or 2 family dwelling","Yes","5","80","Vehicle area, other","2","new york city","ny","11226","NNN","SRID=4326;POINT(-73.949441 40.64452)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","2","429","Multifamily dwellings","No","11","14","Common room, den, family room, living room, lounge","2","new york city","ny","11212","NNN","SRID=4326;POINT(-73.904296 40.65828)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","3","429","Multifamily dwellings","Yes","11","UU","Undetermined","2","new york city","ny","10463","000","SRID=4326;POINT(-73.904066 40.873315)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","5","429","Multifamily dwellings","No","17","21","Bedroom - < 5 persons; included are jail or prison","2","new york city","ny","11102","NNN","SRID=4326;POINT(-73.924765 40.769462)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","5","419","1 or 2 family dwelling","No","1","05","Entrance way, lobby","1","new york city","ny","11223","000","SRID=4326;POINT(-73.961378 40.60361)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","3","429","Multifamily dwellings","Yes","23","21","Bedroom - < 5 persons; included are jail or prison","2","new york city","ny","11373","NNN","SRID=4326;POINT(-73.8767 40.750228)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","5","429","Multifamily dwellings","Yes","12","21","Bedroom - < 5 persons; included are jail or prison","3","new york city","ny","10040","NNN","SRID=4326;POINT(-73.928943 40.854756)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","5","429","Multifamily dwellings","Yes","2","14","Common room, den, family room, living room, lounge","2","new york city","ny","10009","NNN","SRID=4326;POINT(-73.979383 40.727771)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","5","419","1 or 2 family dwelling","Yes","16","90","Outside area, other","4","new york city","ny","10468","313, 137","SRID=4326;POINT(-73.905618 40.863926)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","6","429","Multifamily dwellings","No","18","80","Vehicle area, other","3","new york city","ny","10002","000","SRID=4326;POINT(-73.996438 40.711982)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","5","429","Multifamily dwellings","No","2","24","Cooking area, kitchen","1","new york city","ny","10454","NNN","SRID=4326;POINT(-73.92629 40.809256)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","7","429","Multifamily dwellings","Yes","9","24","Cooking area, kitchen","2","new york city","ny","11106","715","SRID=4326;POINT(-73.92695 40.764695)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","5","429","Multifamily dwellings","Yes","21","14","Common room, den, family room, living room, lounge","3","new york city","ny","11207","448","SRID=4326;POINT(-73.89192 40.679671)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","5","429","Multifamily dwellings","No","8","24","Cooking area, kitchen","2","new york city","ny","11209","000","SRID=4326;POINT(-74.029284 40.622135)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","6","429","Multifamily dwellings","No","6","03","Interior stairway or ramp",NULL,"new york city","ny","10456","","SRID=4326;POINT(-73.904189 40.835611)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","6","429","Multifamily dwellings","Yes","12","40","Storage area, other","2","new york city","ny","10467","NNN","SRID=4326;POINT(-73.862516 40.879306)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","7","429","Multifamily dwellings","No","9","80","Vehicle area, other","2","new york city","ny","10034","NNN","SRID=4326;POINT(-73.922778 40.863147)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","6","429","Multifamily dwellings","No","11","14","Common room, den, family room, living room, lounge","2","new york city","ny","11207","NNN","SRID=4326;POINT(-73.889934 40.668674)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","7","429","Multifamily dwellings","No","17","14","Common room, den, family room, living room, lounge","3","new york city","ny","11237","NNN","SRID=4326;POINT(-73.911956 40.699364)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","7","161","Restaurant or cafeteria","No","12","80","Vehicle area, other","3","new york city","ny","11208","NNN","SRID=4326;POINT(-73.878957 40.667852)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","7","429","Multifamily dwellings","No","4","40","Storage area, other","2","new york city","ny","11418","NNN","SRID=4326;POINT(-73.836052 40.70613)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","7","429","Multifamily dwellings","No","23","10","Assembly or sales area, other","3","new york city","ny","11203","NNN","SRID=4326;POINT(-73.93641 40.637114)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","8","419","1 or 2 family dwelling","Yes","13","09","Egress/exit, other","3","new york city","ny","11416","NNN","SRID=4326;POINT(-73.843293 40.68518)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","8","429","Multifamily dwellings","No","3","09","Egress/exit, other","1","new york city","ny","10459","000","SRID=4326;POINT(-73.891103 40.831381)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","7","429","Multifamily dwellings","No","9","70","Structural area, other","2","new york city","ny","10468","NNN","SRID=4326;POINT(-73.907203 40.860508)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","8","419","1 or 2 family dwelling","Yes","16","80","Vehicle area, other","2","new york city","ny","11429","000","SRID=4326;POINT(-73.730612 40.71109)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","8","429","Multifamily dwellings","Yes","10","14","Common room, den, family room, living room, lounge","2","new york city","ny","11204","NNN","SRID=4326;POINT(-73.978287 40.610241)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","9","429","Multifamily dwellings","No","5","80","Vehicle area, other","2","new york city","ny","10458","NNN","SRID=4326;POINT(-73.895869 40.856876)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","9","429","Multifamily dwellings","No","10","14","Common room, den, family room, living room, lounge","4","new york city","ny","10466","443, 315","SRID=4326;POINT(-73.856011 40.889406)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","9","429","Multifamily dwellings","Yes","8","05","Entrance way, lobby","3","new york city","ny","11373","NNN","SRID=4326;POINT(-73.882172 40.744407)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","9","429","Multifamily dwellings","No","16","14","Common room, den, family room, living room, lounge","3","new york city","ny","10032","","SRID=4326;POINT(-73.94298 40.834784)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","9","419","1 or 2 family dwelling","No","21","21","Bedroom - < 5 persons; included are jail or prison","4","new york city","ny","11368","NNN","SRID=4326;POINT(-73.867649 40.753846)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","8","429","Multifamily dwellings","No","16","14","Common room, den, family room, living room, lounge","1","new york city","ny","10457","NNN","SRID=4326;POINT(-73.897205 40.848826)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","9","419","1 or 2 family dwelling","Yes","2","20","Function area, other","4","new york city","ny","10460","100","SRID=4326;POINT(-73.867078 40.843212)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","8","419","1 or 2 family dwelling","Yes","9","03","Interior stairway or ramp","4","new york city","ny","11412","313","SRID=4326;POINT(-73.755918 40.704489)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","9","429","Multifamily dwellings","Yes","12","14","Common room, den, family room, living room, lounge","2","new york city","ny","11218","NNN","SRID=4326;POINT(-73.971279 40.64094)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","9","429","Multifamily dwellings","No","18","40","Storage area, other","3","new york city","ny","10010","","SRID=4326;POINT(-73.979259 40.73621)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","9","100","Assembly, other","No","0","UU","Undetermined","2","new york city","ny","11203","000","SRID=4326;POINT(-73.925224 40.652594)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","10","429","Multifamily dwellings","Yes","14","14","Common room, den, family room, living room, lounge","2","new york city","ny","10453","NNN","SRID=4326;POINT(-73.90165 40.856162)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","9","161","Restaurant or cafeteria","No","20","24","Cooking area, kitchen","2","new york city","ny","10019","NNN","SRID=4326;POINT(-73.9826 40.765833)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","9","429","Multifamily dwellings","No","20","80","Vehicle area, other","1","new york city","ny","11230","NNN","SRID=4326;POINT(-73.959833 40.635789)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","9","429","Multifamily dwellings","No","19","05","Entrance way, lobby","2","new york city","ny","11233","NNN","SRID=4326;POINT(-73.922049 40.684386)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","10","429","Multifamily dwellings","No","3","14","Common room, den, family room, living room, lounge","3","new york city","ny","10019","NNN","SRID=4326;POINT(-73.986277 40.764112)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","10","210","Schools, non-adult","No","8","27","Office","2","new york city","ny","10451","NNN","SRID=4326;POINT(-73.925489 40.821118)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","11","891","Warehouse","No","22","38","Processing/manufacturing area, workroom","1","new york city","ny","11237","181","SRID=4326;POINT(-73.932677 40.708899)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","10","429","Multifamily dwellings","No","22","14","Common room, den, family room, living room, lounge","2","new york city","ny","10468","NNN","SRID=4326;POINT(-73.899301 40.860309)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","12","429","Multifamily dwellings","No","13","42","Closet","2","new york city","ny","11220","NNN","SRID=4326;POINT(-74.018288 40.642475)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","11","419","1 or 2 family dwelling","No","5","21","Bedroom - < 5 persons; included are jail or prison","2","new york city","ny","11365","NNN","SRID=4326;POINT(-73.782061 40.741261)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","10","429","Multifamily dwellings","Yes","23","71","Substructure area or space, crawl space","3","new york city","ny","10026","NNN","SRID=4326;POINT(-73.952411 40.802487)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","12","419","1 or 2 family dwelling","No","8","21","Bedroom - < 5 persons; included are jail or prison","3","new york city","ny","11204","NNN","SRID=4326;POINT(-73.980675 40.62062)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","12","419","1 or 2 family dwelling","No","6","UU","Undetermined","5","new york city","ny","11203","","SRID=4326;POINT(-73.923305 40.647304)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","11","429","Multifamily dwellings","No","17","14","Common room, den, family room, living room, lounge","3","new york city","ny","11230","435, 313, 000","SRID=4326;POINT(-73.969355 40.615353)"
"OH","14017","SRWW JT FIRE DISTRICT II","2023","2","419","1 or 2 family dwelling","No","14","47","Vehicle storage area; garage, carport","5","sabina","oh","45169","","SRID=4326;POINT(-83.670745 39.47678)"
"OH","04123","KINGSVILLE VOL FIRE DEPARTMENT","2023","11","882","Parking garage, general vehicle","No","18","47","Vehicle storage area; garage, carport","1","kingsville twp","oh","44048","","SRID=4326;POINT(-80.698226 41.86763)"
"OH","13115","PIERCE TWP FIRE EMS","2023","5","419","1 or 2 family dwelling","No","21","47","Vehicle storage area; garage, carport","2","amelia","oh","45102","","SRID=4326;POINT(-84.21869 39.017208)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","12","419","1 or 2 family dwelling","Yes","9","05","Entrance way, lobby","3","new york city","ny","11220","000","SRID=4326;POINT(-74.005116 40.644871)"
"NY","42029","RENSSELAER","2023","5","429","Multifamily dwellings","No","11","14","Common room, den, family room, living room, lounge","2","rensselaer","ny","12144","","SRID=4326;POINT(-73.736568 42.633387)"
"OH","09111","MILFORD TWP FIRE DEPARTMENT","2023","8","881","Parking garage, (detached residential garage)","No","13","65","Maintenance shop or area, paint shop or area","2","somerville","oh","45064","","SRID=4326;POINT(-84.643214 39.562931)"
"OH","18049","INDEPENDENCE FIRE DEPARTMENT","2023","8","629","Laboratory or science lababoratory","No","18","31","Laboratory","1","independence","oh","44131","313","SRID=4326;POINT(-81.619139 41.361807)"
"OH","14103","CHESTER TWP VOL FIRE DEPARTMEN","2023","6","935","Campsite with utilities","No","15","24","Cooking area, kitchen","2","wilmington","oh","45177","","SRID=4326;POINT(-83.928729 39.393109)"
"OH","18085","PEPPER PIKE FIRE DEPARTMENT","2023","9","419","1 or 2 family dwelling","No","22","21","Bedroom - < 5 persons; included are jail or prison","2","pepper pike","oh","44124","","SRID=4326;POINT(-81.462712 41.473693)"
"OH","31015","CINCINNATI FIRE DEPARTMENT","2023","6","500","Mercantile, business, other","No","2","80","Vehicle area, other","2","cincinnati","oh","45203","","SRID=4326;POINT(-84.524075 39.097953)"
