"state","fdid","fd_name","year","month","prop_use","property","casualties","tod","area_orig","room","fire_sprd","city","state_id","zip5","sup_fac","wkt"
"NY","28008","CITY OF ROCHESTER FIRE DEPT","2015","1","419","1 or 2 family dwelling","No","22","71","Substructure area or space, crawl space","2","ROCHESTER","NY","14621",", , ","SRID=4326;POINT(-77.6156004383088 43.1820774236353)"
"OH","15115","LIVERPOOL TWP FIRE DEPARTMENT","2015","5","142","Clubhouse","No","16","81","Operator/passenger area of transportation equip.","5","East Liverpool","OH","43920","324, , ","SRID=4326;POINT(-80.5768109367745 40.624120021323)"
"NY","52102","SOUTHAMPTON FIRE DEPARTMENT","2015","8","419","1 or 2 family dwelling","No","8","20","Function area, other","2","SOUTHAMPTON","NY","11968",", , ","SRID=4326;POINT(-72.4428324085879 40.8536242726432)"
"NY","28019","HENRIETTA FIRE DEPARTMENT","2015","12","599","Business office","No","13","35","Computer room, control room or center","1","Rochester","NY","14623",", , ","SRID=4326;POINT(-77.6473903700687 43.0646114385681)"
"OH","48017","TOLEDO FIRE DEPARTMENT","2015","2","419","1 or 2 family dwelling","No","17","42","Closet","1","TOLEDO","OH","43609",", , ","SRID=4326;POINT(-83.5943703304256 41.6350343859293)"
"OH","18001","BAY VILLAGE FIRE DEPARTMENT","2015","9","419","1 or 2 family dwelling","No","14","27","Office","3","Bay Village","OH","44140","NNN, , ","SRID=4326;POINT(-81.902547687525 41.4814215289815)"
"OH","19043","UNION CITY FIRE DEPARTMENT","2015","8","808","Outbuilding or shed","No","15","47","Vehicle storage area; garage, carport","4",NULL,NULL,NULL,", , ",NULL
"OR","0173","JACKSON CO RFPD3","2015","5","419","1 or 2 family dwelling","No","6","47","Vehicle storage area; garage, carport","4","Eagle Point","OR","97524","NNN, , ","SRID=4326;POINT(-122.847948956578 42.4721123710901)"
"OR","0256","NEWBERG FD","2015","9","419","1 or 2 family dwelling","No","15","20","Function area, other","2","Newberg","OR","97132","NNN, , ","SRID=4326;POINT(-122.962712068806 45.2938089028597)"
"OR","0485","TUALATIN VALLEY FR","2015","1","419","1 or 2 family dwelling","No","21","21","Bedroom - < 5 persons; included are jail or prison","2","SHERWOOD","OR","97140","222, , ","SRID=4326;POINT(-122.829279437395 45.3573328222531)"
"OR","0327","SCIO RFPD","2015","10","419","1 or 2 family dwelling","No","14","20","Function area, other","2","Scio","OR","97374","NNN, , ","SRID=4326;POINT(-122.841067645555 44.7040616610179)"
"OR","0323","SANDY RFPD72","2015","2","579","Motor vehicle or boat sales, services, repair","No","16","47","Vehicle storage area; garage, carport","2","SANDY","OR","97055","NNN, , ","SRID=4326;POINT(-122.295834074182 45.4039055202247)"
"PA","63062","Monongahela VFD","2015","5","419","1 or 2 family dwelling","No","21","26","Laundry area, wash house (laundry)","1",NULL,NULL,NULL,", , ",NULL
"OR","0485","TUALATIN VALLEY FR","2015","11","419","1 or 2 family dwelling","No","16","25","Bathroom, checkroom, lavatory, locker room","2","WILSONVILLE","OR","97070","NNN, , ","SRID=4326;POINT(-122.754089691385 45.2855825657839)"
"SC","12207","Lewis VFD","2015","2","419","1 or 2 family dwelling","No","18","21","Bedroom - < 5 persons; included are jail or prison","2","Chester","SC","29706","NNN, , ","SRID=4326;POINT(-81.0702330641038 34.792156594952)"
"RI","00802","Cumberland Fire Dist","2015","9","700","Manufacturing, processing","No","17","30","Technical processing areas, other","1",NULL,NULL,NULL,", , ",NULL
"PA","65114","Lloydsville VFD","2015","1","460","Dormitory type residence, other","No","21","21","Bedroom - < 5 persons; included are jail or prison","1","Latrobe","PA","15650","NNN, , ","SRID=4326;POINT(-79.4006526294145 40.2912076310284)"
"TX","CN407","Frisco VFD","2015","8","419","1 or 2 family dwelling","No","16","24","Cooking area, kitchen","1","FRISCO","TX","75035",", , ","SRID=4326;POINT(-96.7563413741543 33.1303526015923)"
"TN","79002","RuralMetro Fire Department","2015","3","800","Storage, other","No","22","41","Storage room, area, tank, or bin","2","Memphis","TN","38118","425, 443, 434","SRID=4326;POINT(-89.9284711277396 35.0688105474699)"
"SC","23303","Boiling Springs FD","2015","6","419","1 or 2 family dwelling","No","21","42","Closet","2","GreenvilleCounty","SC","29615",", , ","SRID=4326;POINT(-82.3502257306322 34.8666314752634)"
"TX","DH807","Dallas FRD","2015","3","419","1 or 2 family dwelling","No","15","76","Wall surface: exterior","1","DALLAS","TX","75217",", , ","SRID=4326;POINT(-96.6607279804112 32.7217304646903)"
"TX","DH406","Coppell FD","2015","7","419","1 or 2 family dwelling","No","18","47","Vehicle storage area; garage, carport","2","COPPELL","TX","75019",", , ","SRID=4326;POINT(-96.985417702864 32.967419145778)"
"TX","DH717","Irving FD","2015","12","599","Business office","No","5","35","Computer room, control room or center","1","IRVING","TX","75063","NNN, , ","SRID=4326;POINT(-96.9970508948821 32.9207243684359)"
"TX","KA664","Harris County FMO","2015","7","419","1 or 2 family dwelling","No","15","47","Vehicle storage area; garage, carport","2",NULL,NULL,NULL,", , ",NULL
"TX","PY603","Lubbock FD","2015","6","419","1 or 2 family dwelling","No","22","24","Cooking area, kitchen","2","LUBBOCK","TX","79407",", , ","SRID=4326;POINT(-101.956111323478 33.5689382784798)"
"TX","SN604","Sweetwater FD","2015","12","419","1 or 2 family dwelling","No","7","24","Cooking area, kitchen","4",NULL,NULL,NULL,", , ",NULL
"TX","PS509","Liberty FD","2015","7","419","1 or 2 family dwelling","No","14","23","Dining room, cafeteria bar area, beverage service","2","Liberty","TX","77575",", , ","SRID=4326;POINT(-94.7770693052035 30.083731372306)"
"UT","11020","South Davis Metro","2015","10","429","Multifamily dwellings","No","18","23","Dining room, cafeteria bar area, beverage service","2","NORTH SALT LAKE","UT","84054",", , ","SRID=4326;POINT(-111.913354794987 40.8418356436011)"
"TX","XA612","Victoria FD","2015","1","419","1 or 2 family dwelling","No","10","26","Laundry area, wash house (laundry)","2","VICTORIA","TX","77901",", , ","SRID=4326;POINT(-96.9952087101131 28.8164948659464)"
"VA","05900","Fairfax Co Fire Rescue","2015","12","419","1 or 2 family dwelling","No","10","90","Outside area, other","2","SPRINGFIELD","OO","22153",", , ","SRID=4326;POINT(-77.2368322823831 38.7392342112909)"
"TX","XV503","Georgetown FD","2015","10","419","1 or 2 family dwelling","No","13","27","Office","2","GEORGETOWN","TX","78626","NNN, , ","SRID=4326;POINT(-97.6747411524814 30.6332432245962)"
"WA","17D39","King39 South King","2015","4","429","Multifamily dwellings","No","7","47","Vehicle storage area; garage, carport","2","Auburn","WA","98001",", , ","SRID=4326;POINT(-122.283350435573 47.3315569641837)"
"VA","82000","Waynesboro Fire Dept","2015","2","891","Warehouse","No","6","41","Storage room, area, tank, or bin","2","Waynesboro","VA","22980",", , ","SRID=4326;POINT(-78.8806229522866 38.0643633795674)"
"VA","12102","Blacksburg Vol Fire Dept","2015","5","419","1 or 2 family dwelling","No","9","21","Bedroom - < 5 persons; included are jail or prison","3","Blacksburg","VA","24060",", , ","SRID=4326;POINT(-80.455154111872 37.2099432430873)"
"WI","40110","All Fire Stations Involved","2015","2","581","Department or discount store","No","14","60","Equipment or service area, other","1","Wauwatosa","WI","53226",", , ","SRID=4326;POINT(-88.0476027817422 43.0645007131385)"
"WA","32D04","Spokane4 Deer Park","2015","3","419","1 or 2 family dwelling","No","16","40","Storage area, other","4","Deer Park","WA","99006","NNN, , ","SRID=4326;POINT(-117.458810081519 47.9521185865047)"
"WI","05010","DE PERE FIRE RESCUE","2015","7","419","1 or 2 family dwelling","No","18","70","Structural area, other","2","DE PERE","WI","54115","NNN, , ","SRID=4326;POINT(-88.0758424985317 44.4503983981687)"
"GA","10701","COVINGTON FIRE DEPARTMENT","2014","4","807","Outside material storage area","No","10","94","Open area - outside; included are farmland, field",NULL,"Covington","GA","30014",", , ","SRID=4326;POINT(-83.8783061313221 33.58299075562)"
"WI","67040","Brookfield Fire Dept","2015","9","700","Manufacturing, processing","No","7","31","Laboratory","2","BROOKFIELD","WI","53005","NNN, , ","SRID=4326;POINT(-88.0745440942338 43.0943034102752)"
"AR","73004","KENSETT","2020","8","419","1 or 2 family dwelling","No","5","47","Vehicle storage area; garage, carport",NULL,"kensett","ar","72082","","SRID=4326;POINT(-91.675788 35.240479)"
"TX","DH807","Dallas FRD","2014","6","419","1 or 2 family dwelling","No","13","00","Other",NULL,"DALLAS","TX","75240",", , ","SRID=4326;POINT(-96.77294224219 32.9276359254587)"
"AZ","03142","Sedona Fire District","2016","12","419","1 or 2 family dwelling","No","15","80","Vehicle area, other","2","Sedona","AZ","86351",", , ","SRID=4326;POINT(-111.779329763057 34.7881180202315)"
"AR","66600","FORT SMITH","2016","2","419","1 or 2 family dwelling","No","18","05","Entrance way, lobby","2","Fort Smith","AR","72904","NNN, , ","SRID=4326;POINT(-94.370183814031 35.4027225998692)"
"AZ","08183","Mesa Fire Department","2016","3","429","Multifamily dwellings","No","2","14","Common room, den, family room, living room, lounge","2","Mesa","AZ","85201",", , ","SRID=4326;POINT(-111.826901021464 33.4172230845788)"
"CA","15005","BAKERSFIELD FD","2016","11","419","1 or 2 family dwelling","No","19","47","Vehicle storage area; garage, carport","3","Bakersfield","OO","99999",", , ","SRID=4326;POINT(-119.008333256974 35.3130260509126)"
"AZ","10161","Taylor Fire Department","2016","4","419","1 or 2 family dwelling","No","15","63","Switchgear area, transformer vault","1","Snowflake","AZ","85937",", , ","SRID=4326;POINT(-109.986481980458 34.5177873790853)"
"CA","10030","FRESNO FD","2016","6","141","Athletic/health club","No","0","70","Structural area, other","4","Kerman","CA","93630","411, , ","SRID=4326;POINT(-120.123862771249 36.8082152874067)"
"CA","19210","WEST COVINA FD","2016","7","500","Mercantile, business, other","Yes","12","01","Corridor, mall","1","West Covina","CA","91790",", , ","SRID=4326;POINT(-117.927905106834 34.0699334213913)"
"CA","19125","MONROVIA FD","2016","9","700","Manufacturing, processing","No","9","35","Computer room, control room or center","2","Monrovia","CA","91016",", , ","SRID=4326;POINT(-118.000248771063 34.1403417328858)"
"CA","19105","LOS ANGELES CITY FD","2016","11","429","Multifamily dwellings","No","20","03","Interior stairway or ramp","4","Los Angeles","CA","90035",", , ","SRID=4326;POINT(-118.376816503578 34.0500218062624)"
"CA","30065","ORANGE COUNTY FIRE AUTHORITY","2016","2","899","Residential or self storage units","No","13","43","Storage: supplies or tools; dead storage","1","Santa Ana","CA","00000","NNN, , ","SRID=4326;POINT(-117.874455787804 33.7495803890248)"
"CA","30065","ORANGE COUNTY FIRE AUTHORITY","2016","2","419","1 or 2 family dwelling","No","17","76","Wall surface: exterior","1","Cowan Heights","CA","00000","NNN, , ","SRID=4326;POINT(-117.782068771256 33.7737029986955)"
"CA","30065","ORANGE COUNTY FIRE AUTHORITY","2016","1","419","1 or 2 family dwelling","No","14","14","Common room, den, family room, living room, lounge","2","Lake Forest","CA","00000","NNN, , ","SRID=4326;POINT(-117.717067540934 33.6276425088957)"
"CA","30065","ORANGE COUNTY FIRE AUTHORITY","2016","2","419","1 or 2 family dwelling","No","11","14","Common room, den, family room, living room, lounge","1","Laguna Niguel","CA","00000","NNN, , ","SRID=4326;POINT(-117.708216064419 33.5606540304602)"
"CA","30065","ORANGE COUNTY FIRE AUTHORITY","2016","11","419","1 or 2 family dwelling","No","17","47","Vehicle storage area; garage, carport","1","Dana Point","CA","00000","NNN, , ","SRID=4326;POINT(-117.697648529455 33.4805417148294)"
"CA","30065","ORANGE COUNTY FIRE AUTHORITY","2016","7","880","Vehicle storage, other","No","10","83","Engine area, running gear, wheel area","1","","CA","00000","NNN, , ",NULL
"CA","30065","ORANGE COUNTY FIRE AUTHORITY","2016","5","419","1 or 2 family dwelling","No","1","21","Bedroom - < 5 persons; included are jail or prison","2","Lake Forest","CA","00000","NNN, , ","SRID=4326;POINT(-117.717067540934 33.6276425088957)"
"CA","30555","CDFORANGE","2016","7","419","1 or 2 family dwelling","No","2","47","Vehicle storage area; garage, carport","2","Laguna Niguel","CA","00000","448, , ","SRID=4326;POINT(-117.732965372953 33.5120593291758)"
"CA","30065","ORANGE COUNTY FIRE AUTHORITY","2016","11","419","1 or 2 family dwelling","No","18","21","Bedroom - < 5 persons; included are jail or prison","1","Santa Ana","CA","00000","NNN, , ","SRID=4326;POINT(-117.874455787804 33.7495803890248)"
"CA","33075","RIVERSIDE FD","2016","12","891","Warehouse","No","4","35","Computer room, control room or center","2","Riverside","CA","92501","500, , ","SRID=4326;POINT(-117.3364060486 34.0011056926746)"
"CA","33090","RIVERSIDE CFD","2016","1","419","1 or 2 family dwelling","No","23","47","Vehicle storage area; garage, carport","2","Palm Desert","CA","92211","NNN, , ","SRID=4326;POINT(-116.31037028526 33.7497110011628)"
"CA","30065","ORANGE COUNTY FIRE AUTHORITY","2016","12","429","Multifamily dwellings","No","22","14","Common room, den, family room, living room, lounge","2","Irvine","CA","00000","NNN, , ","SRID=4326;POINT(-117.825908257759 33.6873044003789)"
"CA","33060","NORCO CITY FD","2016","3","881","Parking garage, (detached residential garage)","No","20","47","Vehicle storage area; garage, carport","4","Norco","CA","92860","NNN, , ","SRID=4326;POINT(-117.582242764391 33.9212040324412)"
"CA","56020","VENTURA COUNTY FD","2016","4","419","1 or 2 family dwelling","No","21","47","Vehicle storage area; garage, carport","2","Simi Valley","CA","93065",", , ","SRID=4326;POINT(-118.766216162345 34.2739119452811)"
"CA","34090","SACRAMENTO METROPOLITAN FD","2016","2","419","1 or 2 family dwelling","No","18","47","Vehicle storage area; garage, carport","2","Mather","CA","95655",", , ","SRID=4326;POINT(-121.297369606521 38.5680049322829)"
"CA","57065","WEST SACRAMENTO FD","2016","5","581","Department or discount store","No","21","35","Computer room, control room or center","1","West Sacramento","OO","95605",", , ","SRID=4326;POINT(-121.550102681693 38.5890237216685)"
"CA","43090","SANTA CLARA FD","2016","3","419","1 or 2 family dwelling","No","20","47","Vehicle storage area; garage, carport","2","Santa Clara","CA","95050","NNN, , ","SRID=4326;POINT(-121.950753129952 37.4018237126953)"
"CA","56025","VENTURA FD","2016","7","419","1 or 2 family dwelling","No","12","47","Vehicle storage area; garage, carport","1","Ventura","CA","93001","NNN, , ","SRID=4326;POINT(-119.268086726021 34.2805840308295)"
"CO","04525","COLORADO RIVER FIRE RESCUE","2016","10","419","1 or 2 family dwelling","No","2","47","Vehicle storage area; garage, carport","","Rifle","CO","81650","415, , ","SRID=4326;POINT(-107.767444974805 39.5461203851488)"
"CO","00520","SOUTH METRO FIRE RESCUE AUTHOR","2016","7","639","Communications center","No","10","35","Computer room, control room or center","2","Englewood","CO","80112","NNN, , ","SRID=4326;POINT(-104.832605422601 39.5608002824082)"
"CO","05909","WEST METRO FIRE RESCUE","2016","2","419","1 or 2 family dwelling","Yes","19","21","Bedroom - < 5 persons; included are jail or prison","2","Lakewood","CO","80232","NNN, , ","SRID=4326;POINT(-105.055316771651 39.6947504116033)"
"CO","05909","WEST METRO FIRE RESCUE","2016","8","429","Multifamily dwellings","Yes","18","21","Bedroom - < 5 persons; included are jail or prison","2","Lakewood","CO","80215","NNN, , ","SRID=4326;POINT(-105.11236221964 39.7528561575867)"
"DC","11001","WASHINGTON DC FIREEMS","2016","7","340","Clinics, Doctors offices, hemodialysis centers","No","8","91","Railroad right of way: on or near","4","Washington","DC","20016",", , ","SRID=4326;POINT(-77.1092506303115 38.9357676724412)"
"FL","01032","MIAMIDADE FIRE RESCUE","2016","7","891","Warehouse","No","6","45","Shipping/receiving area; loading area, dock or bay","1","Medley","FL","33178",", , ","SRID=4326;POINT(-80.3584227987724 25.8792763874964)"
"FL","01012","MIAMI BEACH FIRE DEPT","2016","7","599","Business office","No","3","61","Machinery room or area; elevator machinery room","1","Miami Beach","FL","33139","NNN, , ","SRID=4326;POINT(-80.1388410805506 25.791229188877)"
"FL","33121","Holley Navarre Fire Protection","2016","11","419","1 or 2 family dwelling","No","11","47","Vehicle storage area; garage, carport","1","Navarre","FL","32566",", , ","SRID=4326;POINT(-86.9114684836828 30.4347003830173)"
"FL","09023","ESCAMBIA COUNTY FR","2016","9","519","Food and beverage sales, grocery store","No","6","35","Computer room, control room or center","1","Pensacola","FL","32534","NNN, , ","SRID=4326;POINT(-87.2748201247482 30.5271085579147)"
"FL","23012","PANAMA CITY BEACH FIRE RESCUE","2016","5","400","Residential, other","No","21","47","Vehicle storage area; garage, carport","","Panama City Beach","FL","32413",", , ","SRID=4326;POINT(-85.8041297203096 30.1865227912949)"
"CT","08060","COLCHESTER HAYWARD VOL FIRE CO","2016","5","419","1 or 2 family dwelling","No","19","47","Vehicle storage area; garage, carport","2","Colchester","CT","06415",", , ","SRID=4326;POINT(-72.316758521188 41.5834524353827)"
"FL","10192","FT LAUDERDALE FR","2016","4","419","1 or 2 family dwelling","No","9","00","Other","1","Fort Lauderdale","FL","33312",", , ","SRID=4326;POINT(-80.1879706581186 26.1182301644915)"
"GA","10109","Baconton FD","2016","2","419","1 or 2 family dwelling","No","18","86","Exterior, exposed surface","4","Baconton","GA","31716","411, , ","SRID=4326;POINT(-84.1539539061471 31.4117445095026)"
"GA","09204","VALDOSTA FIRE DEPARTMENT","2016","11","419","1 or 2 family dwelling","No","10","26","Laundry area, wash house (laundry)","2","Valdosta","GA","31601","NNN, , ","SRID=4326;POINT(-83.3096534242653 30.8362069355027)"
"GA","02507","Pooler FD","2016","7","429","Multifamily dwellings","Yes","18","47","Vehicle storage area; garage, carport","2","Pooler","GA","31322",", , ","SRID=4326;POINT(-81.2508274494265 32.1334996992528)"
"GA","05702","Rome Fire Dept","2016","2","419","1 or 2 family dwelling","No","17","72","Exterior balcony, unenclosed porch","2","Rome","GA","30161","NNN, , ","SRID=4326;POINT(-85.0724497491558 34.3556933540661)"
"IA","70006","Muscatine Fire Department","2016","8","700","Manufacturing, processing","No","8","38","Processing/manufacturing area, workroom","2","Muscatine","IA","52761","NNN, , ","SRID=4326;POINT(-91.0305264280515 41.4578311264065)"
"GA","10201","Monroe Co Emergency Svcs","2016","2","419","1 or 2 family dwelling","No","17","24","Cooking area, kitchen","1","Forsyth","GA","31029","NNN, , ","SRID=4326;POINT(-83.8616128984157 33.0297856898588)"
"GA","12202","Rockdale Fire Department","2016","7","579","Motor vehicle or boat sales, services, repair","No","20","81","Operator/passenger area of transportation equip.","2","Conyers","GA","30012","448, , ","SRID=4326;POINT(-84.0732697287143 33.6980963791457)"
"GA","10201","Monroe Co Emergency Svcs","2016","7","419","1 or 2 family dwelling","No","18","71","Substructure area or space, crawl space","2","Forsyth","GA","31029","NNN, , ","SRID=4326;POINT(-83.9070383771186 33.046387575927)"
"HI","52000","Honolulu Fire Department","2016","6","429","Multifamily dwellings","No","13","72","Exterior balcony, unenclosed porch","1","Honolulu","HI","96818",", , ","SRID=4326;POINT(-157.907454510117 21.3452618927232)"
"IL","CN212","ELMWOOD PARK FD","2016","6","962","Residential street, road or residential driveway","No","19","46","Chute/container - trash, rubbish, waste","","Elmwood Park","IL","60707",", , ","SRID=4326;POINT(-87.8075807252695 41.9260334837593)"
"ID","01100","Boise City Fire Department","2016","12","599","Business office","No","18","27","Office","4","Boise","ID","83706",", , ","SRID=4326;POINT(-116.198607048776 43.6001392170523)"
"IA","85001","AMES","2016","12","241","Adult education center, college classroom","No","13","01","Corridor, mall","1","Ames","IA","50011","NNN, , ","SRID=4326;POINT(-93.63226218635 42.0136396116798)"
"IL","CN251","GLENVIEW FD","2016","10","419","1 or 2 family dwelling","No","15","62","Heating room or area, water heater area","2","Glenview","IL","60026",", , ","SRID=4326;POINT(-87.8658587777596 42.0983734938428)"
"IL","LA342","GREATER ROUND LAKE FPD","2016","3","419","1 or 2 family dwelling","No","14","47","Vehicle storage area; garage, carport","2","Round Lake Beach","IL","60073","NNN, , ","SRID=4326;POINT(-88.065574146429 42.3932523596098)"
"IL","CJ174","LINCOLN FPD","2016","8","400","Residential, other","No","16","47","Vehicle storage area; garage, carport","5","Trilla","IL","62469",", , ","SRID=4326;POINT(-88.3485075584763 39.3753313530606)"
"IL","CS931","CHICAGO FD","2016","5","419","1 or 2 family dwelling","No","13","70","Structural area, other","1","Chicago","IL","60624",", , ","SRID=4326;POINT(-87.7203104230868 41.8898828212363)"
"IN","71016","71016","2016","4","419","1 or 2 family dwelling","No","12","70","Structural area, other","5","South Bend","IN","46601",", , ","SRID=4326;POINT(-86.3220819392293 41.6630836694769)"
"IN","29005","Fishers Fire Department","2016","6","419","1 or 2 family dwelling","No","7","42","Closet","1","Fishers","IN","46038","NNN, , ","SRID=4326;POINT(-86.0184633530006 39.9502505550202)"
"KY","59313","Covington Station 1","2016","7","419","1 or 2 family dwelling","No","4","14","Common room, den, family room, living room, lounge","2","Covington","KY","41015",", , ","SRID=4326;POINT(-84.5134026657996 39.0472078481648)"
"MA","05273","SOMERSET","2016","5","419","1 or 2 family dwelling","No","16","47","Vehicle storage area; garage, carport","4","Somerset","MA","02726","115, , ","SRID=4326;POINT(-71.1422063355531 41.7694680365217)"
"LA","17015","CENTRAL FIRE PROT DIST 4","2016","11","254","Day care, in commercial property","No","9","27","Office","2","Baton Rouge","LA","70818",", , ","SRID=4326;POINT(-91.059296462461 30.5367055634121)"
"MA","13061","CHICOPEE","2016","5","419","1 or 2 family dwelling","Yes","14","40","Storage area, other","2","Chicopee","MA","01020",", , ","SRID=4326;POINT(-72.5998159236651 42.1344619052938)"
"KY","37170","Frankfort Fire EMS","2016","10","429","Multifamily dwellings","No","22","21","Bedroom - < 5 persons; included are jail or prison","2","Frankfort","KY","40601",", , ","SRID=4326;POINT(-84.9050157935433 38.1686222834927)"
"MA","17093","EVERETT","2016","12","419","1 or 2 family dwelling","No","13","09","Egress/exit, other","2","Everett","MA","02149","NNN, , ","SRID=4326;POINT(-71.0650375801194 42.4096594543215)"
"MA","15008","AMHERST","2016","11","419","1 or 2 family dwelling","No","12","21","Bedroom - < 5 persons; included are jail or prison","4","Amherst","MA","01002",", , ","SRID=4326;POINT(-72.4985204441624 42.3644065654117)"
"MA","17274","SOMERVILLE","2016","8","700","Manufacturing, processing","No","3","41","Storage room, area, tank, or bin","1","Somerville","MA","02143",", , ","SRID=4326;POINT(-71.1042076048963 42.3814723101002)"
"MA","23993","ONSET","2016","3","419","1 or 2 family dwelling","No","17","14","Common room, den, family room, living room, lounge","2","Onset","MA","02558","NNN, , ","SRID=4326;POINT(-70.6609008317072 41.7429103415402)"
"MA","23239","PLYMOUTH","2016","5","419","1 or 2 family dwelling","Yes","13","20","Function area, other","1","Plymouth","MA","02360",", , ","SRID=4326;POINT(-70.5512074883341 41.8960109698315)"
"MI","05021","Warren FD","2016","8","881","Parking garage, (detached residential garage)","No","3","47","Vehicle storage area; garage, carport","4","Warren","MI","48091","NNN, , ","SRID=4326;POINT(-83.0304913920633 42.4585779511127)"
"MI","05019","Sterling Heights","2016","11","419","1 or 2 family dwelling","Yes","22","21","Bedroom - < 5 persons; included are jail or prison","1","Sterling Heights","MI","48310","NNN, , ","SRID=4326;POINT(-83.0766597368566 42.5418614057804)"
"MN","73121","SARTELLLESAUK","2016","8","419","1 or 2 family dwelling","No","4","47","Vehicle storage area; garage, carport","2","Sartell","MN","56377","NNN, , ","SRID=4326;POINT(-94.2326042135129 45.6132175913199)"
"MI","08205","Dearborn Fire Department","2016","9","700","Manufacturing, processing","No","17","63","Switchgear area, transformer vault","2","Dearborn","MI","48120","NNN, , ","SRID=4326;POINT(-83.1574067481221 42.3098502627805)"
"MN","18103","CROSSLAKE FIRE DEPT","2016","6","419","1 or 2 family dwelling","No","22","47","Vehicle storage area; garage, carport","2","Crosslake","MN","56442","NNN, , ","SRID=4326;POINT(-94.1011052027421 46.6857627016884)"
"MI","05606","Station 1","2016","8","419","1 or 2 family dwelling","No","19","14","Common room, den, family room, living room, lounge","3","Midland","MI","48640","NNN, , ","SRID=4326;POINT(-84.2304903347604 43.6315013988715)"
"NM","43067","Rio Rancho Fire Department","2016","8","419","1 or 2 family dwelling","No","13","21","Bedroom - < 5 persons; included are jail or prison","2","Rio Rancho","NM","87144","NNN, , ","SRID=4326;POINT(-106.75168244239 35.2777309835991)"
"MO","01201","Poplar Bluff Fire Department","2016","7","419","1 or 2 family dwelling","No","1","14","Common room, den, family room, living room, lounge","1","Poplar Bluff","MO","63901",", , ","SRID=4326;POINT(-90.4182307705329 36.7765383635557)"
"NC","03423","WinstonSalem Fire","2016","4","549","Specialty shop","Yes","16","83","Engine area, running gear, wheel area","2","Winston-Salem","NC","27103",", , ","SRID=4326;POINT(-80.258201979437 36.0845518999513)"
"NC","08058","Landis VFD","2016","1","419","1 or 2 family dwelling","Yes","11","72","Exterior balcony, unenclosed porch","4","Landis","NC","28088","NNN, , ","SRID=4326;POINT(-80.6070686117263 35.5451939457451)"
"NV","03001","Henderson Fire Department","2016","10","419","1 or 2 family dwelling","No","10","72","Exterior balcony, unenclosed porch","2","Henderson","NV","89015",", , ","SRID=4326;POINT(-114.978410961596 36.0214939633768)"
"NC","06014","MatthewsMorning Star Voluntee","2016","6","419","1 or 2 family dwelling","No","18","21","Bedroom - < 5 persons; included are jail or prison","2","Matthews","NC","28105",", , ","SRID=4326;POINT(-80.7204039449853 35.1075838201382)"
"NJ","04075","Runnemede Fire Department","2016","9","419","1 or 2 family dwelling","No","16","23","Dining room, cafeteria bar area, beverage service","2","Runnemede","NJ","08078",", , ","SRID=4326;POINT(-75.0877239105292 39.8512571052323)"
"NY","46006","CLIFTON PARK VOL FIRE DEPT","2016","5","419","1 or 2 family dwelling","No","6","24","Cooking area, kitchen","2","Clifton Park","NY","12065",", , ","SRID=4326;POINT(-73.789577485112 42.8755152475317)"
"NV","15050","STOREY COUNTY FIRE DEPARTMENT","2016","12","400","Residential, other","No","9","60","Equipment or service area, other","4","Reno","NV","89521",", , ","SRID=4326;POINT(-119.63093219986 39.3729463473971)"
"NY","28039","SPENCERPORT FIRE DEPARTMENT","2016","4","419","1 or 2 family dwelling","No","18","47","Vehicle storage area; garage, carport","4","Spencerport","NY","14559",", , ","SRID=4326;POINT(-77.8045521028964 43.2033414203714)"
"NY","52049","HAUPPAUGE VOL FIRE DEPT","2016","2","419","1 or 2 family dwelling","No","15","27","Office","1","Smithtown","NY","11787",", , ","SRID=4326;POINT(-73.2449480531093 40.837652964214)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2016","7","429","Multifamily dwellings","No","17","14","Common room, den, family room, living room, lounge","2","New York","NY","10028",", , ","SRID=4326;POINT(-73.9520107155213 40.7760200762666)"
"OH","76113","MARLBORO VOL FIRE CO","2016","5","419","1 or 2 family dwelling","No","17","43","Storage: supplies or tools; dead storage","4","Louisville","OH","44641",", , ","SRID=4326;POINT(-81.2400004051938 40.9259087398975)"
"OH","21121","ORANGE TWP FIRE DEPARTMENT","2016","6","700","Manufacturing, processing","No","8","13","Assembly area - less than 100 persons","2","Lewis Center","OH","43035","NNN, , ","SRID=4326;POINT(-83.0085645949793 40.1534462073777)"
"OH","09123","WEST CHESTER TWP FIRE DEPARTME","2016","11","419","1 or 2 family dwelling","No","5","24","Cooking area, kitchen","2","West Chester","OH","45069",", , ","SRID=4326;POINT(-84.3535042600128 39.3442103172534)"
"OH","55027","TIPP CITY FIRE DEPARTMENT","2016","1","419","1 or 2 family dwelling","No","19","21","Bedroom - < 5 persons; included are jail or prison","3","Tipp City","OH","45371","NNN, , ","SRID=4326;POINT(-84.2276008885694 39.9393930552464)"
"OR","0485","TUALATIN VALLEY FR","2016","1","429","Multifamily dwellings","No","2","14","Common room, den, family room, living room, lounge","2","West Linn","OR","97068","NNN, , ","SRID=4326;POINT(-122.657762991368 45.3542056951378)"
"OR","0321","SALEM FD","2016","3","529","Textile, wearing apparel sales","No","13","15","Sales area, showroom (exclude display window)","1","Salem","OR","97301","NNN, , ","SRID=4326;POINT(-122.983661801051 44.9568778254524)"
